thread_name,process_name,upid,utid,cpu,ts,dur,end_state
swapper,,0,0,6,261337063627191,883301,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337063632155,258505,R+
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261337063890660,368733,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337064259393,279338,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337064510492,47038,S
swapper,,0,0,0,261337064538731,32023,R
swapper,,0,0,6,261337064557530,52164,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337064570754,63151,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337064609694,46469,S
swapper,,0,0,0,261337064633905,25838,R
swapper,,0,0,6,261337064656163,575846,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337064659743,143962,S
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261337064803705,199056,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337065002761,249023,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337065232009,38086,S
swapper,,0,0,0,261337065251784,28402,R
swapper,,0,0,6,261337065270095,44881,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337065280186,53792,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337065314976,95581,S
swapper,,0,0,0,261337065333978,1137207,R
ExoPlayer:Simpl,com.google.android.youtube,701,5240,2,261337065385573,1320516,S
swapper,,0,0,6,261337065410557,7395793,R
sugov:0,sugov:0,301,316,3,261337065600498,42847,S
swapper,,0,0,3,261337065643345,4050619,R
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,0,261337066471185,419678,D
swapper,,0,0,2,261337066706089,9227417,R
swapper,,0,0,0,261337066890863,4712647,R
traced_probes,/system/bin/traced_probes,496,16,5,261337067528558,12533,S
android.hardwar,/vendor/bin/hw/android.hardware.power.stats-service.pixel,458,471,5,261337067541091,1528971,R+
traced_probes,/system/bin/traced_probes,496,16,5,261337069070062,1204061,S
traced,/system/bin/traced,497,15,4,261337069270909,142578,S
swapper,,0,0,4,261337069413487,839315,R
perf_mon_update,perf_mon_update_client_task,97,113,1,261337069585240,180379,S
decon0_kthread,decon0_kthread,191,6,3,261337069693964,67993,D
swapper,,0,0,3,261337069761957,3019043,R
swapper,,0,0,1,261337069765619,3071411,R
traced,/system/bin/traced,497,15,4,261337070252802,158976,S
android.hardwar,/vendor/bin/hw/android.hardware.power.stats-service.pixel,458,471,5,261337070274123,32959,S
swapper,,0,0,5,261337070307082,2572591,R
swapper,,0,0,4,261337070411778,2503784,R
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,0,261337071603510,393798,D
swapper,,0,0,0,261337071997308,559733,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337072557041,370565,S
decon0_kthread,decon0_kthread,191,6,3,261337072781000,98185,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337072806350,156006,D
sugov:4,sugov:4,302,317,1,261337072837030,81421,S
swapper,,0,0,3,261337072879185,78125,R
TimerDispatch,/system/bin/surfaceflinger,313,821,5,261337072879673,91309,S
MediaCodec_loop,com.google.android.youtube,701,5238,4,261337072915562,59977,S
swapper,,0,0,1,261337072918451,702637,R
swapper,,0,0,0,261337072927606,43294,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337072957310,1464111,S
swapper,,0,0,6,261337072962356,4245076,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337072970900,150432,S
swapper,,0,0,5,261337072970982,9395792,R
swapper,,0,0,4,261337072975539,3407064,R
swapper,,0,0,0,261337073121332,494344,R
simpleinteracti,simpleinteractive,152,168,0,261337073615676,76131,S
sugov:0,sugov:0,301,316,1,261337073621088,38533,S
dhd_rpm_state_t,dhd_rpm_state_thread,493,506,1,261337073659621,39510,S
swapper,,0,0,0,261337073691807,119059,R
swapper,,0,0,1,261337073699131,540487,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337073810866,68889,S
swapper,,0,0,0,261337073879755,1745402,R
android.hardwar,/vendor/bin/hw/android.hardware.qorvo.uwb-service,459,1017,1,261337074239618,62052,S
swapper,,0,0,1,261337074301670,1301799,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261337074421421,1692017,S
decon0_kthread,decon0_kthread,191,6,1,261337075603469,297444,D
sugov:0,sugov:0,301,316,0,261337075625157,48868,S
swapper,,0,0,0,261337075674025,280559,R
swapper,,0,0,1,261337075900913,918864,R
logd.writer,/system/bin/logd,295,3,2,261337075933506,117106,S
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,0,261337075954584,42521,S
swapper,,0,0,0,261337075997105,557902,R
swapper,,0,0,2,261337076050612,1660767,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337076113438,501139,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,4,261337076382603,145386,S
swapper,,0,0,4,261337076527989,323120,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337076555007,371867,S
bigo_worker_thr,bigo_worker_thread,756,766,3,261337076614577,199992,D
swapper,,0,0,3,261337076814569,3520915,R
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,1,261337076819777,54118,R+
binder:23019_7,com.google.android.youtube,701,14,4,261337076851109,209595,S
sugov:4,sugov:4,302,317,1,261337076873895,333903,S
swapper,,0,0,0,261337076926874,3968099,R
swapper,,0,0,4,261337077060704,4180745,R
binder:23019_4,com.google.android.youtube,701,5138,6,261337077207432,534098,S
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,1,261337077207798,435995,D
swapper,,0,0,1,261337077643793,32104,R
CodecLooper,com.google.android.youtube,701,5225,1,261337077675897,34872,S
swapper,,0,0,1,261337077710769,24292,R
sugov:0,sugov:0,301,316,2,261337077711379,157633,S
CodecLooper,com.google.android.youtube,701,5225,1,261337077735061,59366,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337077741530,14689,S
swapper,,0,0,6,261337077756219,2825359,R
swapper,,0,0,1,261337077794427,2882365,R
swapper,,0,0,2,261337077869012,3076498,R
bigo_worker_thr,bigo_worker_thread,756,766,3,261337080335484,244507,D
swapper,,0,0,3,261337080579991,1013997,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337080581578,96842,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,1,261337080676792,344930,S
swapper,,0,0,6,261337080678420,1806600,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337080894973,68603,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337080945510,653768,R
swapper,,0,0,0,261337080963576,254069,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337081021722,86589,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,1,261337081108311,119385,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337081217645,19654,S
swapper,,0,0,1,261337081227696,87321,R
swapper,,0,0,0,261337081237299,275756,R
binder:23019_7,com.google.android.youtube,701,14,4,261337081241449,384562,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,1,261337081315017,64534,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337081379551,841675,S
CodecLooper,com.google.android.youtube,701,5239,0,261337081513055,2298544,S
binder:23019_5,com.google.android.youtube,701,5159,3,261337081593988,429728,S
sugov:0,sugov:0,301,316,2,261337081599278,50984,S
swapper,,0,0,4,261337081626011,13154826,R
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337081650262,77352,D
swapper,,0,0,2,261337081727614,311076,R
swapper,,0,0,3,261337082023716,7818115,R
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337082038690,87240,S
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,2,261337082125930,331543,D
binder:23019_5,com.google.android.youtube,701,5159,1,261337082221226,241699,R+
sugov:4,sugov:4,302,317,5,261337082366774,359904,S
sugov:0,sugov:0,301,316,2,261337082457473,55216,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337082462925,171428,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337082485020,87362,S
swapper,,0,0,2,261337082512689,958944,R
swapper,,0,0,6,261337082572382,336588,R
binder:23019_5,com.google.android.youtube,701,5159,1,261337082634353,68847,S
swapper,,0,0,1,261337082703200,771810,R
swapper,,0,0,5,261337082726678,11868571,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337082908970,21444,S
swapper,,0,0,6,261337082930414,128011,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337083058425,20304,S
swapper,,0,0,6,261337083078729,135091,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337083213820,234457,S
swapper,,0,0,6,261337083448277,1419637,R
IdleTimer,/system/bin/surfaceflinger,313,828,2,261337083471633,54484,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337083475010,81991,S
swapper,,0,0,2,261337083526117,1134562,R
swapper,,0,0,1,261337083557001,217814,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337083774815,1225260,S
swapper,,0,0,0,261337083811599,2568359,R
binder:477_4,/system/bin/surfaceflinger,313,831,2,261337084660679,307007,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337084867914,41951,S
swapper,,0,0,6,261337084909865,68807,R
swapper,,0,0,2,261337084967686,1341634,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337084978672,115316,S
swapper,,0,0,1,261337085000075,97575,R
swapper,,0,0,6,261337085093988,62988,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337085097650,62541,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337085156976,108968,S
swapper,,0,0,1,261337085160191,101888,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337085262079,262777,R+
swapper,,0,0,6,261337085265944,950481,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,1,261337085524856,374104,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337085898960,342286,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337086216425,93668,S
swapper,,0,0,1,261337086241246,51635,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337086292881,114136,S
sugov:0,sugov:0,301,316,2,261337086309320,83822,S
swapper,,0,0,6,261337086310093,82479,R
decon0_kthread,decon0_kthread,191,6,0,261337086379958,90576,D
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337086392572,83944,S
swapper,,0,0,2,261337086393142,832031,R
swapper,,0,0,1,261337086407017,67952,R
swapper,,0,0,0,261337086470534,3042359,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337086474969,205648,R+
swapper,,0,0,6,261337086476516,1137695,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,1,261337086680617,269328,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337086949945,369059,S
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,2,261337087225173,358398,D
swapper,,0,0,1,261337087319004,710409,R
swapper,,0,0,2,261337087583571,2004436,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337087614211,414144,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337088028355,23397,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337088029413,84025,S
swapper,,0,0,6,261337088051752,51920,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337088103672,97901,S
swapper,,0,0,1,261337088113438,1396322,R
swapper,,0,0,6,261337088201573,1531453,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337089509760,333577,D
decon0_kthread,decon0_kthread,191,6,0,261337089512893,211954,S
TimerDispatch,/system/bin/surfaceflinger,313,821,2,261337089588007,154785,S
swapper,,0,0,0,261337089724847,486695,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261337089733026,940226,S
swapper,,0,0,2,261337089742792,2050171,R
bigo_worker_thr,bigo_worker_thread,756,766,3,261337089841831,205648,D
swapper,,0,0,1,261337089843337,2803223,R
swapper,,0,0,3,261337090047479,2875448,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337090211542,56030,S
swapper,,0,0,0,261337090267572,1272176,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,6,261337090673252,1358073,S
decon0_kthread,decon0_kthread,191,6,0,261337091539748,397502,D
logd.writer,/system/bin/logd,295,3,2,261337091792963,33121,R+
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,2,261337091826084,48381,S
logd.writer,/system/bin/logd,295,3,2,261337091874465,140177,S
swapper,,0,0,0,261337091937250,526326,R
swapper,,0,0,2,261337092014642,287761,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261337092031325,500773,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,2,261337092302403,295166,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337092463576,226034,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337092532098,1637207,S
swapper,,0,0,2,261337092597569,356893,R
binder:23019_5,com.google.android.youtube,701,5159,1,261337092646560,370280,S
swapper,,0,0,0,261337092689610,360636,R
binder:23019_4,com.google.android.youtube,701,5138,3,261337092922927,132039,S
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,2,261337092954462,800496,D
swapper,,0,0,1,261337093016840,615966,R
CodecLooper,com.google.android.youtube,701,5225,0,261337093050246,75562,S
swapper,,0,0,3,261337093054966,424520,R
swapper,,0,0,0,261337093125808,345662,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337093471470,279826,S
bigo_worker_thr,bigo_worker_thread,756,766,3,261337093479486,347819,D
kworker/1:3,kworker/1:3,758,768,1,261337093632806,55664,I
swapper,,0,0,1,261337093688470,65959,R
swapper,,0,0,0,261337093751296,78654,R
rcuog/0,rcuog/0,11,27,1,261337093754429,83740,S
swapper,,0,0,2,261337093754958,63639,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337093818597,571208,S
swapper,,0,0,3,261337093827305,779704,R
rcu_preempt,rcu_preempt,10,26,0,261337093829950,38737,I
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337093838169,1017538,S
swapper,,0,0,0,261337093868687,934041,R
swapper,,0,0,6,261337094169305,1646241,R
binder:23019_5,com.google.android.youtube,701,5159,2,261337094389805,255249,R+
traced_probes,/system/bin/traced_probes,496,16,5,261337094595249,700481,R+
binder:477_4,/system/bin/surfaceflinger,313,831,3,261337094607009,286743,S
kworker/u17:0,kworker/u17:0,745,9,2,261337094645054,172770,I
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,4,261337094780837,257161,S
sugov:4,sugov:4,302,317,0,261337094802728,168742,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337094817824,192953,S
swapper,,0,0,1,261337094855707,205119,R
swapper,,0,0,3,261337094893752,401774,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337094971470,104085,S
binder:23019_5,com.google.android.youtube,701,5159,2,261337095010777,65429,S
AudioOut_15,/system/bin/audioserver,482,13,4,261337095037998,364869,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337095060826,107096,S
swapper,,0,0,0,261337095075555,74911,R
swapper,,0,0,2,261337095076206,322836,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337095150466,147379,S
swapper,,0,0,1,261337095167922,114705,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337095282627,88542,S
sugov:4,sugov:4,302,317,3,261337095295526,106161,S
traced,/system/bin/traced,497,15,5,261337095295730,298787,S
swapper,,0,0,0,261337095297845,61117,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337095358962,279256,S
swapper,,0,0,1,261337095371169,155721,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,2,261337095399042,168253,S
swapper,,0,0,3,261337095401687,364095,R
traced_perf,/system/bin/traced_perf,765,775,4,261337095402867,437215,S
ExoPlayer:Simpl,com.google.android.youtube,701,5240,1,261337095526890,1578776,S
swapper,,0,0,2,261337095567295,100017,R
traced_probes,/system/bin/traced_probes,496,16,5,261337095594517,693685,S
swapper,,0,0,0,261337095638218,1301514,R
binder:912_2,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,494,2,261337095667312,731974,R+
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337095765782,1183309,S
android.youtube,com.google.android.youtube,701,712,6,261337095815546,705241,S
swapper,,0,0,4,261337095840082,1754069,R
traced_perf,/system/bin/traced_perf,765,775,5,261337096288202,1217244,S
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,2,261337096399286,333415,S
swapper,,0,0,6,261337096520787,190755,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,6,261337096711542,238932,S
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,2,261337096732701,632975,S
drm-event-liste,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,866,0,261337096939732,167521,S
swapper,,0,0,3,261337096949091,232503,R
swapper,,0,0,6,261337096950474,129273,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,6,261337097079747,114298,S
swapper,,0,0,1,261337097105666,4635417,R
swapper,,0,0,0,261337097107253,5608480,R
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,3,261337097181594,218628,S
swapper,,0,0,6,261337097194045,2414754,R
binder:912_2,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,494,2,261337097365676,376465,S
swapper,,0,0,3,261337097400222,5630615,R
swapper,,0,0,5,261337097505446,10220012,R
traced_perf,/system/bin/traced_perf,765,775,4,261337097594151,152954,S
logd.writer,/system/bin/logd,295,3,2,261337097742141,373209,R+
swapper,,0,0,4,261337097747105,14473104,R
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,2,261337098115350,348715,D
logd.writer,/system/bin/logd,295,3,2,261337098464065,231323,S
swapper,,0,0,2,261337098695388,2951660,R
android.youtube,com.google.android.youtube,701,712,6,261337099608799,293864,S
swapper,,0,0,6,261337099902663,10728679,R
rcu_preempt,rcu_preempt,10,26,2,261337101647048,95662,I
rcuog/0,rcuog/0,11,27,1,261337101741083,73771,S
swapper,,0,0,2,261337101742710,61931,R
rcuop/1,rcuop/1,24,40,2,261337101804641,2684407,R+
swapper,,0,0,1,261337101814854,1062907,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337102715733,175252,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337102877761,73934,S
swapper,,0,0,0,261337102890985,45654,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337102936639,209961,S
swapper,,0,0,1,261337102951695,2641764,R
decon0_kthread,decon0_kthread,191,6,3,261337103030837,93791,D
swapper,,0,0,3,261337103124628,1505981,R
swapper,,0,0,0,261337103146600,3000244,R
RegSampIdle,/system/bin/surfaceflinger,313,825,2,261337104489048,165243,S
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261337104630609,79712,S
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,2,261337104654291,810058,S
swapper,,0,0,3,261337104710321,612549,R
WifiHandlerThre,system_server,534,2,3,261337105322870,4129232,S
rcuop/1,rcuop/1,24,40,2,261337105464349,700033,R+
perf_mon_update,perf_mon_update_client_task,97,113,1,261337105593459,61686,S
swapper,,0,0,1,261337105655145,195760,R
sugov:4,sugov:4,302,317,1,261337105850905,273153,S
swapper,,0,0,1,261337106124058,85368,R
decon0_kthread,decon0_kthread,191,6,0,261337106146844,152873,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337106164382,434245,D
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261337106209426,173665,S
swapper,,0,0,0,261337106299717,54606,R
surfaceflinger,/system/bin/surfaceflinger,313,10,0,261337106354323,2003296,S
swapper,,0,0,1,261337106383091,206218,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261337106589309,222981,D
rcuop/1,rcuop/1,24,40,2,261337106598627,142985,R+
kworker/2:2,kworker/2:2,685,696,2,261337106741612,155965,I
swapper,,0,0,1,261337106812290,231161,R
rcuop/1,rcuop/1,24,40,2,261337106897577,45003,S
swapper,,0,0,2,261337106942580,336914,R
surfaceflinger,/system/bin/surfaceflinger,313,7,1,261337107043451,50618,S
swapper,,0,0,1,261337107094069,332683,R
binder:5130_5,com.google.android.apps.scone,626,3541,2,261337107279494,1107788,R+
BckgrndExec HP,/system/bin/surfaceflinger,313,1,1,261337107426752,39795,S
swapper,,0,0,1,261337107466547,181233,R
system_server,system_server,534,1310,1,261337107647780,585775,R+
ExoPlayer:Frame,com.google.android.youtube,701,5123,5,261337107725458,571899,S
binder:477_4,/system/bin/surfaceflinger,313,831,1,261337108233555,171916,R+
swapper,,0,0,5,261337108297357,2675700,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,0,261337108357619,2497518,S
app,/system/bin/surfaceflinger,313,822,2,261337108387282,231893,S
statsd.writer,/apex/com.android.os.statsd/bin/statsd,441,898,1,261337108405471,59041,R
sugov:0,sugov:0,301,316,1,261337108464512,77637,S
WifiScorerServi,com.google.android.apps.scone,626,3540,1,261337108542149,1245768,S
binder:5130_5,com.google.android.apps.scone,626,3541,2,261337108619175,50781,S
swapper,,0,0,2,261337108669956,1088013,R
swapper,,0,0,3,261337109452102,711425,R
binder:1391_2,system_server,534,1308,2,261337109757969,594930,S
statsd.writer,/apex/com.android.os.statsd/bin/statsd,441,898,1,261337109787917,291626,S
binder:477_4,/system/bin/surfaceflinger,313,831,1,261337110079543,15747,S
system_server,system_server,534,1310,1,261337110095290,78491,S
WifiHandlerThre,system_server,534,2,3,261337110163527,99569,S
statsd.writer,/apex/com.android.os.statsd/bin/statsd,441,898,1,261337110173781,68278,S
swapper,,0,0,1,261337110242059,38534,R
swapper,,0,0,3,261337110263096,254842,R
decon0_kthread,decon0_kthread,191,6,1,261337110280593,321696,D
WifiScorerServi,com.google.android.apps.scone,626,3540,2,261337110352899,276367,S
binder:1391_2,system_server,534,1308,3,261337110517938,205445,S
bigo_worker_thr,bigo_worker_thread,756,766,1,261337110602289,305949,D
logd.writer,/system/bin/logd,295,3,2,261337110629266,38290,R+
WifiHandlerThre,system_server,534,2,6,261337110631342,545979,S
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,2,261337110667556,39510,S
logd.writer,/system/bin/logd,295,3,2,261337110707066,93628,S
swapper,,0,0,3,261337110723383,168457,R
swapper,,0,0,2,261337110800694,71574,R
surfaceflinger,/system/bin/surfaceflinger,313,10,0,261337110855137,671672,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337110872268,150797,S
sugov:0,sugov:0,301,316,3,261337110891840,55135,S
swapper,,0,0,1,261337110908238,105102,R
swapper,,0,0,3,261337110946975,417806,R
binder:1391_1D,system_server,534,1532,5,261337110973057,67342,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,1,261337111013340,482300,S
swapper,,0,0,2,261337111023065,134969,R
swapper,,0,0,5,261337111040399,1179728,R
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,2,261337111158034,266317,S
swapper,,0,0,6,261337111177321,404867,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261337111364781,254516,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337111424351,663452,S
ConnectivitySer,system_server,534,1397,1,261337111495640,5698568,S
statsd.reader,/apex/com.android.os.statsd/bin/statsd,441,899,0,261337111526809,389648,S
binder:23019_5,com.google.android.youtube,701,5159,6,261337111582188,368408,S
swapper,,0,0,3,261337111619297,193848,R
binder:23019_4,com.google.android.youtube,701,5138,3,261337111813145,126099,S
swapper,,0,0,0,261337111916457,1337972,R
swapper,,0,0,3,261337111939244,1642537,R
swapper,,0,0,6,261337111950596,1580404,R
RegSampIdle,/system/bin/surfaceflinger,313,825,2,261337112087803,49317,S
RegionSampling,/system/bin/surfaceflinger,313,824,2,261337112137120,36458,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337112173578,112956,S
CodecLooper,com.google.android.youtube,701,5225,5,261337112220127,123983,S
binder:23019_7,com.google.android.youtube,701,14,4,261337112220209,91308,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261337112286534,82601,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,4,261337112311517,329956,S
swapper,,0,0,5,261337112344110,1098836,R
swapper,,0,0,2,261337112369135,164428,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261337112533563,33732,S
swapper,,0,0,2,261337112567295,57618,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337112624913,430135,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,4,261337112641473,364950,S
binder:23019_7,com.google.android.youtube,701,14,4,261337113006423,630005,S
binder:23019_5,com.google.android.youtube,701,5159,2,261337113055048,243164,R+
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337113254429,413981,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261337113298212,160034,S
CodecLooper,com.google.android.youtube,701,5239,5,261337113442946,1800660,S
binder:23019_5,com.google.android.youtube,701,5159,2,261337113458246,165568,S
binder:23019_9,com.google.android.youtube,701,5215,6,261337113531000,100382,R
binder:23019_8,com.google.android.youtube,701,5165,3,261337113581781,316732,S
swapper,,0,0,2,261337113623814,9197632,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337113631382,73649,S
swapper,,0,0,4,261337113636428,13339070,R
swapper,,0,0,0,261337113668410,2164958,R
binder:23019_9,com.google.android.youtube,701,5215,6,261337113705031,19491,S
swapper,,0,0,6,261337113724522,495727,R
swapper,,0,0,3,261337113898513,1739868,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337114220249,1692465,S
swapper,,0,0,5,261337115243606,2513631,R
binder:477_4,/system/bin/surfaceflinger,313,831,3,261337115638381,272908,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337115833368,173503,S
swapper,,0,0,3,261337115911289,1756185,R
swapper,,0,0,6,261337115912714,89640,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337116002354,75806,S
swapper,,0,0,0,261337116006871,75520,R
swapper,,0,0,6,261337116078160,190389,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337116082391,195516,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261337116268549,45125,S
swapper,,0,0,0,261337116277907,40446,R
swapper,,0,0,6,261337116313674,185059,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337116318353,188599,S
