thread_name,process_name,upid,utid,cpu,ts,dur,end_state
logd.writer,/system/bin/logd,295,3,3,261337025966669,118896,S
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,0,261337025981887,45776,S
swapper,,0,0,1,261337026017898,90983,R
swapper,,0,0,0,261337026027663,180705,R
swapper,,0,0,3,261337026085565,1034627,R
adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,875,1,261337026108881,70190,S
surfaceflinger,/system/bin/surfaceflinger,313,10,2,261337026129348,551188,S
swapper,,0,0,1,261337026179071,267090,R
sugov:0,sugov:0,301,316,0,261337026208368,43294,S
swapper,,0,0,0,261337026251662,373006,R
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,1,261337026446161,227458,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337026624668,290690,S
swapper,,0,0,1,261337026673619,193318,R
bigo_worker_thr,bigo_worker_thread,756,766,2,261337026680536,198608,D
kworker/u16:9,kworker/u16:9,682,693,1,261337026866937,47282,I
swapper,,0,0,2,261337026879144,785401,R
binder:23019_9,com.google.android.youtube,701,5215,4,261337026881911,222087,S
swapper,,0,0,1,261337026914219,122518,R
swapper,,0,0,0,261337026915358,2883790,R
binder:23019_4,com.google.android.youtube,701,5138,1,261337027036737,90129,S
swapper,,0,0,4,261337027103998,18092733,R
CodecLooper,com.google.android.youtube,701,5225,3,261337027120192,94727,S
swapper,,0,0,1,261337027126866,996338,R
swapper,,0,0,3,261337027214919,6021932,R
kworker/2:2,kworker/2:2,685,696,2,261337027664545,127889,D
swapper,,0,0,2,261337027792434,136312,R
kworker/2:2,kworker/2:2,685,696,2,261337027928746,64371,D
swapper,,0,0,2,261337027993117,117188,R
kworker/2:2,kworker/2:2,685,696,2,261337028110305,17374,D
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337028123204,396199,D
swapper,,0,0,2,261337028127679,402792,R
swapper,,0,0,1,261337028519403,1071696,R
kworker/2:2,kworker/2:2,685,696,2,261337028530471,121460,D
swapper,,0,0,2,261337028651931,63395,R
kworker/2:2,kworker/2:2,685,696,2,261337028715326,63395,D
swapper,,0,0,2,261337028778721,259725,R
kworker/2:2,kworker/2:2,685,696,2,261337029038446,132528,D
swapper,,0,0,2,261337029170974,270996,R
kworker/2:2,kworker/2:2,685,696,2,261337029441970,2623657,I
simpleinteracti,simpleinteractive,152,168,1,261337029591099,100179,S
swapper,,0,0,1,261337029691278,987956,R
sugov:7,sugov:7,303,318,0,261337029799148,434651,S
swapper,,0,0,0,261337030233799,125773,R
bigo_worker_thr,bigo_worker_thread,756,766,0,261337030359572,317831,D
swapper,,0,0,0,261337030677403,1405843,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337030679234,491170,S
binder:23019_9,com.google.android.youtube,701,5215,1,261337031170404,240641,R+
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261337031411045,177043,S
binder:23019_9,com.google.android.youtube,701,5215,1,261337031588088,57658,S
swapper,,0,0,1,261337031645746,713786,R
swapper,,0,0,2,261337032065627,8760132,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261337032083246,283447,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337032359532,917277,S
swapper,,0,0,0,261337032366693,689860,R
binder:477_4,/system/bin/surfaceflinger,313,831,0,261337033056553,226847,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337033236851,107015,S
swapper,,0,0,1,261337033276809,67830,R
swapper,,0,0,0,261337033283400,325603,R
swapper,,0,0,3,261337033343866,73852,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337033344639,77677,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337033417718,174724,S
swapper,,0,0,1,261337033422316,161744,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337033584060,46875,S
swapper,,0,0,3,261337033592442,34464,R
sugov:4,sugov:4,302,317,0,261337033609003,893839,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337033626906,100749,S
swapper,,0,0,1,261337033630935,45979,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337033676914,395630,D
swapper,,0,0,3,261337033727655,7787516,R
swapper,,0,0,1,261337034072544,2307211,R
ksoftirqd/6,ksoftirqd/6,51,67,6,261337034080113,411010,S
swapper,,0,0,6,261337034491123,5183635,R
swapper,,0,0,0,261337034502842,2064697,R
decon0_kthread,decon0_kthread,191,6,1,261337036379755,62459,D
swapper,,0,0,1,261337036442214,2266846,R
sugov:4,sugov:4,302,317,0,261337036567539,230144,S
swapper,,0,0,0,261337036797683,795857,R
sugov:0,sugov:0,301,316,0,261337037593540,32593,S
swapper,,0,0,0,261337037626133,1850871,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337038709060,405354,D
swapper,,0,0,1,261337039114414,314779,R
decon0_kthread,decon0_kthread,191,6,1,261337039429193,103394,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337039477004,278483,D
swapper,,0,0,1,261337039532587,36987,R
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261337039569574,122192,S
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261337039674758,520141,S
swapper,,0,0,1,261337039691766,262980,R
bigo_worker_thr,bigo_worker_thread,756,766,0,261337039755487,189290,D
swapper,,0,0,0,261337039944777,896566,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,1,261337039954746,31169,S
swapper,,0,0,1,261337039985915,688110,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,6,261337040194899,731242,S
decon0_kthread,decon0_kthread,191,6,1,261337040674025,281535,D
logd.writer,/system/bin/logd,295,3,2,261337040825759,109822,S
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,0,261337040841343,46672,S
swapper,,0,0,0,261337040888015,263021,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261337040926141,249471,S
swapper,,0,0,2,261337040935581,8655477,R
swapper,,0,0,1,261337040955560,119344,R
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,1,261337041074904,194011,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337041151036,197428,S
swapper,,0,0,6,261337041175612,140707,R
swapper,,0,0,1,261337041268915,172078,R
binder:23019_9,com.google.android.youtube,701,5215,6,261337041316319,165080,S
swapper,,0,0,0,261337041348464,264526,R
binder:23019_4,com.google.android.youtube,701,5138,1,261337041440993,78125,S
swapper,,0,0,6,261337041481399,4573038,R
CodecLooper,com.google.android.youtube,701,5225,3,261337041515171,100342,S
swapper,,0,0,1,261337041519118,74382,R
perf_mon_update,perf_mon_update_client_task,97,113,1,261337041593500,175496,S
sugov:4,sugov:4,302,317,0,261337041612990,159261,S
swapper,,0,0,3,261337041615513,205404,R
swapper,,0,0,1,261337041768996,229289,R
swapper,,0,0,0,261337041772251,1552694,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337041820917,179891,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337041998285,73812,S
swapper,,0,0,3,261337042000808,63924,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337042064732,69499,S
swapper,,0,0,1,261337042072097,1769531,R
swapper,,0,0,3,261337042134231,3461303,R
bigo_worker_thr,bigo_worker_thread,756,766,0,261337043324945,309286,D
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337043634231,591267,R+
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337043841628,393880,D
adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,875,0,261337044225498,49683,S
swapper,,0,0,1,261337044235508,1985270,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337044275181,169108,S
binder:23019_9,com.google.android.youtube,701,5215,0,261337044444289,182536,R+
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337044626825,153605,S
binder:23019_9,com.google.android.youtube,701,5215,0,261337044780430,48706,S
swapper,,0,0,0,261337044829136,762818,R
traced_perf,/system/bin/traced_perf,765,775,4,261337045196731,876953,S
sugov:4,sugov:4,302,317,0,261337045591954,71004,S
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,3,261337045595534,172852,S
swapper,,0,0,0,261337045662958,352376,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261337045768386,270833,S
drm-event-liste,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,866,0,261337046015334,106567,S
swapper,,0,0,3,261337046039219,74015,R
stack-unwinding,/system/bin/traced_perf,765,6596,6,261337046054437,39063,S
swapper,,0,0,4,261337046073684,15221435,R
swapper,,0,0,6,261337046093500,3773966,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261337046113234,139323,S
swapper,,0,0,0,261337046121901,6913859,R
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,1,261337046220778,139038,S
swapper,,0,0,3,261337046252557,5977539,R
swapper,,0,0,1,261337046359816,2695028,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337049054844,387533,D
swapper,,0,0,1,261337049442377,2946777,R
sugov:0,sugov:0,301,316,2,261337049591058,131063,S
swapper,,0,0,2,261337049722121,3886515,R
ksoftirqd/6,ksoftirqd/6,51,67,6,261337049867466,16195,S
swapper,,0,0,6,261337049883661,1010905,R
CodecLooper,com.google.android.youtube,701,5224,6,261337050894566,22908,S
swapper,,0,0,6,261337050917474,8868327,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337052230096,165487,S
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337052389154,903320,S
swapper,,0,0,3,261337052395583,673828,R
binder:477_4,/system/bin/surfaceflinger,313,831,0,261337053035760,258912,S
decon0_kthread,decon0_kthread,191,6,3,261337053069411,61524,D
swapper,,0,0,3,261337053130935,117594,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337053248529,108114,S
swapper,,0,0,1,261337053292474,65186,R
swapper,,0,0,0,261337053294672,1414917,R
swapper,,0,0,3,261337053356643,84961,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337053357660,90739,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337053441604,171142,S
swapper,,0,0,1,261337053448399,159953,R
MediaCodec_loop,com.google.android.youtube,701,5238,1,261337053608352,57291,S
kworker/2:0H,kworker/2:0H,29,45,2,261337053608636,23926,I
swapper,,0,0,3,261337053612746,46590,R
swapper,,0,0,2,261337053632562,893596,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,3,261337053659336,91105,S
swapper,,0,0,1,261337053665643,564128,R
swapper,,0,0,3,261337053750441,856812,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,1,261337054229771,396322,D
kworker/u17:0,kworker/u17:0,745,9,2,261337054526158,83658,I
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,3,261337054607253,249186,S
swapper,,0,0,2,261337054609816,1718222,R
swapper,,0,0,1,261337054626093,1587239,R
pw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,943,0,261337054709589,35929,S
swapper,,0,0,0,261337054745518,98958,R
AudioOut_15,/system/bin/audioserver,482,13,0,261337054844476,370484,S
pw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,943,3,261337054856439,79549,S
swapper,,0,0,3,261337054935988,267904,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,3,261337055203892,78939,S
swapper,,0,0,0,261337055214960,1262654,R
swapper,,0,0,3,261337055282831,821655,R
decon0_kthread,decon0_kthread,191,6,3,261337056104486,105021,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,3,261337056209507,272136,D
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261337056213332,137370,S
surfaceflinger,/system/bin/surfaceflinger,313,10,2,261337056328038,1201456,S
swapper,,0,0,1,261337056350702,2850016,R
bigo_worker_thr,bigo_worker_thread,756,766,0,261337056477614,181071,D
swapper,,0,0,3,261337056481643,1133138,R
swapper,,0,0,0,261337056658685,311605,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337056970290,37272,S
swapper,,0,0,0,261337057007562,589885,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,2,261337057529494,1446981,S
sugov:4,sugov:4,302,317,0,261337057597447,163818,S
sugov:0,sugov:0,301,316,3,261337057614781,108073,S
swapper,,0,0,3,261337057722854,833536,R
swapper,,0,0,0,261337057761265,1083496,R
decon0_kthread,decon0_kthread,191,6,3,261337058556390,250000,D
swapper,,0,0,3,261337058806390,589193,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,0,261337058844761,38249,S
swapper,,0,0,0,261337058883010,466919,R
surfaceflinger,/system/bin/surfaceflinger,313,10,2,261337058976475,420166,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,1,261337059200718,169434,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,0,261337059349929,177246,S
swapper,,0,0,1,261337059370152,112345,R
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,3,261337059395583,714396,R+
surfaceflinger,/system/bin/surfaceflinger,313,7,2,261337059396641,27629,S
logd.writer,/system/bin/logd,295,3,2,261337059424270,93017,S
binder:23019_9,com.google.android.youtube,701,5215,1,261337059482497,233683,S
swapper,,0,0,2,261337059517287,939616,R
swapper,,0,0,0,261337059527175,402099,R
swapper,,0,0,1,261337059716180,510417,R
binder:23019_4,com.google.android.youtube,701,5138,6,261337059785801,435954,S
bigo_worker_thr,bigo_worker_thread,756,766,0,261337059929274,294434,R+
WifiHandlerThre,system_server,534,2,3,261337060109979,802897,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261337060221755,8341,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337060223708,95500,S
CodecLooper,com.google.android.youtube,701,5225,1,261337060226597,61401,S
swapper,,0,0,6,261337060230096,74952,R
swapper,,0,0,1,261337060287998,443156,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261337060305048,162597,S
bigo_worker_thr,bigo_worker_thread,756,766,0,261337060319208,19612,D
swapper,,0,0,0,261337060338820,91228,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337060430048,62703,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,2,261337060456903,600220,S
swapper,,0,0,6,261337060467645,67953,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337060492751,51799,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261337060535598,47526,S
swapper,,0,0,0,261337060544550,43579,R
swapper,,0,0,6,261337060583124,197510,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261337060588129,28361,S
swapper,,0,0,0,261337060616490,191447,R
binder:23019_9,com.google.android.youtube,701,5215,1,261337060731154,634644,S
traced,/system/bin/traced,497,15,5,261337060748651,160319,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,6,261337060780634,16235,S
swapper,,0,0,6,261337060796869,333984,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261337060807937,341796,S
traced_probes,/system/bin/traced_probes,496,16,5,261337060908970,64331,R+
binder:912_3,/apex/com.google.pixel.wifi.ext/bin/hw/vendor.google.wifi_ext-service-vendor,481,5,3,261337060912876,56560,S
swapper,,0,0,3,261337060969436,95174,R
traced,/system/bin/traced,497,15,5,261337060973301,35197,S
traced_probes,/system/bin/traced_probes,496,16,5,261337061008498,163167,S
swapper,,0,0,2,261337061057123,70272,R
DisplayHints,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,859,3,261337061064610,175903,S
CodecLooper,com.google.android.youtube,701,5239,2,261337061127395,1684082,S
binder:23019_5,com.google.android.youtube,701,5159,6,261337061130853,131999,R+
wpa_supplicant,/vendor/bin/hw/wpa_supplicant,551,562,0,261337061149733,711304,D
swapper,,0,0,5,261337061171665,276123,R
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,3,261337061240513,459880,D
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261337061262852,72835,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,4,261337061295119,127523,S
binder:23019_5,com.google.android.youtube,701,5159,6,261337061335687,33407,S
sugov:4,sugov:4,302,317,1,261337061365798,119792,S
swapper,,0,0,6,261337061369094,463094,R
binder:23019_7,com.google.android.youtube,701,14,4,261337061422642,20589,S
swapper,,0,0,4,261337061443231,7827678,R
MediaCodec_loop,com.google.android.youtube,701,5238,5,261337061447788,50293,S
NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,877,1,261337061485590,628255,S
swapper,,0,0,5,261337061498081,1067627,R
swapper,,0,0,3,261337061700393,1438558,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337061832188,171671,S
swapper,,0,0,0,261337061861037,131836,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261337061992873,1463460,S
swapper,,0,0,6,261337062003859,1279297,R
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337062113845,55216,D
swapper,,0,0,1,261337062169061,82316,R
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337062251377,150757,S
swapper,,0,0,1,261337062402134,274780,R
traced_probes,/system/bin/traced_probes,496,16,5,261337062565708,122844,S
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337062676914,158570,S
swapper,,0,0,5,261337062688552,139079,R
swapper,,0,0,2,261337062811477,2574096,R
traced_probes,/system/bin/traced_probes,496,16,5,261337062827631,35400,S
swapper,,0,0,1,261337062835484,36336,R
swapper,,0,0,5,261337062863031,348267,R
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337062871820,116048,D
swapper,,0,0,1,261337062987868,53915,R
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337063041783,28198,D
swapper,,0,0,1,261337063069981,69051,R
binder:477_4,/system/bin/surfaceflinger,313,831,3,261337063138951,222330,S
android.hardwar,/vendor/bin/hw/android.hardware.health-service.zumapro,455,468,1,261337063139032,90658,S
traced_probes,/system/bin/traced_probes,496,16,5,261337063211298,75032,R+
swapper,,0,0,1,261337063229690,70841,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261337063283156,15381,S
android.hardwar,/vendor/bin/hw/android.hardware.power.stats-service.pixel,458,471,5,261337063286330,121257,S
swapper,,0,0,6,261337063298537,18189,R
